image\result\Abba_Eban\add\99.jpg,5
image\result\Aaron_Tippin\add\182.jpg,4
image\result\Abba_Eban\add\178.jpg,5
image\result\Abba_Eban\5\aligned_detect_5.515.jpg,5
image\result\Abba_Eban\add\89.jpg,5
image\result\Aaron_Guiel\add\427.jpg,2
image\result\Aaron_Eckhart\add\59.jpg,1
image\result\Aaron_Tippin\add\171.jpg,4
image\result\Abba_Eban\add\40.jpg,5
image\result\Aaron_Tippin\add\76.jpg,4
image\result\Abba_Eban\add\193.jpg,5
image\result\Abba_Eban\0\aligned_detect_0.106.jpg,5
image\result\Aaron_Sorkin\add\40.jpg,3
image\result\Aaron_Guiel\add\71.jpg,2
image\result\Aaron_Sorkin\add\233.jpg,3
image\result\Aaron_Sorkin\0\aligned_detect_0.95.jpg,3
image\result\Aaron_Sorkin\0\aligned_detect_0.98.jpg,3
image\result\Aaron_Eckhart\1\aligned_detect_1.216.jpg,1
image\result\Aaron_Sorkin\3\aligned_detect_3.588.jpg,3
image\result\Aaron_Tippin\add\257.jpg,4
image\result\Abba_Eban\add\42.jpg,5
image\result\Aaron_Guiel\add\144.jpg,2
image\result\Aaron_Tippin\add\235.jpg,4
image\result\Abba_Eban\5\aligned_detect_5.174.jpg,5
image\result\Aaron_Sorkin\3\aligned_detect_3.557.jpg,3
image\result\Aaron_Eckhart\0\aligned_detect_0.562.jpg,1
image\result\Aaron_Eckhart\add\15.jpg,1
image\result\Aaron_Sorkin\add\158.jpg,3
image\result\Aaron_Tippin\add\143.jpg,4
image\result\Aaron_Eckhart\add\180.jpg,1
image\result\Aaron_Eckhart\add\380.jpg,1
image\result\Aaron_Eckhart\add\223.jpg,1
image\result\Aaron_Tippin\0\aligned_detect_0.496.jpg,4
image\result\Aaron_Sorkin\0\aligned_detect_0.116.jpg,3
image\result\Aaron_Eckhart\add\300.jpg,1
image\result\Abba_Eban\add\265.jpg,5
image\result\Aaron_Tippin\add\167.jpg,4
image\result\Aaron_Tippin\0\aligned_detect_0.523.jpg,4
image\result\Aaron_Tippin\add\79.jpg,4
image\result\Aaron_Tippin\add\32.jpg,4
image\result\Abba_Eban\add\161.jpg,5
image\result\Aaron_Eckhart\add\245.jpg,1
image\result\Aaron_Guiel\add\460.jpg,2
image\result\Aaron_Sorkin\3\aligned_detect_3.448.jpg,3
image\result\Abba_Eban\5\aligned_detect_5.507.jpg,5
image\result\Aaron_Tippin\add\244.jpg,4
image\result\Aaron_Tippin\add\36.jpg,4
image\result\Aaron_Tippin\add\372.jpg,4
image\result\Aaron_Eckhart\add\270.jpg,1
image\result\Aaron_Eckhart\add\107.jpg,1
image\result\Aaron_Eckhart\add\207.jpg,1
image\result\Aaron_Guiel\add\321.jpg,2
image\result\Aaron_Eckhart\1\aligned_detect_1.225.jpg,1
image\result\Aaron_Guiel\5\aligned_detect_5.1975.jpg,2
image\result\Aaron_Eckhart\add\89.jpg,1
image\result\Aaron_Eckhart\add\352.jpg,1
image\result\Abba_Eban\5\aligned_detect_5.494.jpg,5
image\result\Aaron_Tippin\1\aligned_detect_1.1607.jpg,4
image\result\Aaron_Eckhart\2\aligned_detect_2.1767.jpg,1
image\result\Aaron_Eckhart\add\196.jpg,1
image\result\Abba_Eban\add\50.jpg,5
image\result\Aaron_Sorkin\add\242.jpg,3
image\result\Aaron_Eckhart\add\124.jpg,1
image\result\Aaron_Eckhart\0\aligned_detect_0.559.jpg,1
image\result\Aaron_Sorkin\add\320.jpg,3
image\result\Abba_Eban\5\aligned_detect_5.499.jpg,5
image\result\Aaron_Sorkin\add\74.jpg,3
image\result\Aaron_Eckhart\add\127.jpg,1
image\result\Aaron_Sorkin\add\117.jpg,3
image\result\Aaron_Guiel\add\50.jpg,2
image\result\Abba_Eban\add\269.jpg,5
image\result\Aaron_Tippin\add\371.jpg,4
image\result\Aaron_Guiel\add\431.jpg,2
image\result\Aaron_Tippin\add\239.jpg,4
image\result\Aaron_Tippin\add\14.jpg,4
image\result\Aaron_Tippin\add\19.jpg,4
image\result\Aaron_Eckhart\add\178.jpg,1
image\result\Aaron_Guiel\add\163.jpg,2
image\result\Aaron_Guiel\add\221.jpg,2
image\result\Aaron_Eckhart\0\aligned_detect_0.638.jpg,1
image\result\Aaron_Eckhart\0\aligned_detect_0.590.jpg,1
image\result\Aaron_Tippin\add\24.jpg,4
image\result\Abba_Eban\add\310.jpg,5
image\result\Aaron_Tippin\add\317.jpg,4
image\result\Aaron_Guiel\add\109.jpg,2
image\result\Aaron_Sorkin\3\aligned_detect_3.485.jpg,3
image\result\Abba_Eban\add\299.jpg,5
image\result\Aaron_Eckhart\add\318.jpg,1
image\result\Aaron_Guiel\add\63.jpg,2
image\result\Aaron_Guiel\add\32.jpg,2
image\result\Aaron_Sorkin\add\63.jpg,3
image\result\Aaron_Eckhart\add\77.jpg,1
image\result\Aaron_Eckhart\add\393.jpg,1
image\result\Aaron_Tippin\add\59.jpg,4
image\result\Aaron_Eckhart\add\58.jpg,1
image\result\Aaron_Eckhart\1\aligned_detect_1.217.jpg,1
image\result\Aaron_Guiel\add\95.jpg,2
image\result\Abba_Eban\5\aligned_detect_5.514.jpg,5
image\result\Aaron_Eckhart\add\120.jpg,1
image\result\Abba_Eban\add\48.jpg,5
image\result\Aaron_Eckhart\2\aligned_detect_2.1743.jpg,1
image\result\Abba_Eban\add\11.jpg,5
image\result\Aaron_Guiel\add\53.jpg,2
image\result\Abba_Eban\5\aligned_detect_5.518.jpg,5
image\result\Aaron_Sorkin\add\207.jpg,3
image\result\Aaron_Tippin\0\aligned_detect_0.416.jpg,4
image\result\Aaron_Sorkin\add\203.jpg,3
image\result\Aaron_Tippin\0\aligned_detect_0.438.jpg,4
image\result\Aaron_Eckhart\add\322.jpg,1
image\result\Aaron_Sorkin\add\112.jpg,3
image\result\Abba_Eban\0\aligned_detect_0.100.jpg,5
image\result\Aaron_Tippin\add\278.jpg,4
image\result\Aaron_Sorkin\3\aligned_detect_3.481.jpg,3
image\result\Aaron_Tippin\add\180.jpg,4
image\result\Aaron_Tippin\0\aligned_detect_0.485.jpg,4
image\result\Aaron_Guiel\5\aligned_detect_5.1878.jpg,2
image\result\Aaron_Eckhart\0\aligned_detect_0.566.jpg,1
image\result\Aaron_Sorkin\0\aligned_detect_0.120.jpg,3
image\result\Aaron_Eckhart\add\269.jpg,1
image\result\Aaron_Tippin\add\207.jpg,4
image\result\Abba_Eban\add\197.jpg,5
image\result\Aaron_Guiel\add\79.jpg,2
image\result\Aaron_Tippin\add\152.jpg,4
image\result\Aaron_Tippin\0\aligned_detect_0.519.jpg,4
image\result\Aaron_Sorkin\3\aligned_detect_3.436.jpg,3
image\result\Aaron_Sorkin\add\280.jpg,3
image\result\Aaron_Tippin\add\388.jpg,4
image\result\Abba_Eban\5\aligned_detect_5.102.jpg,5
image\result\Abba_Eban\add\156.jpg,5
image\result\Aaron_Tippin\add\322.jpg,4
image\result\Aaron_Guiel\add\407.jpg,2
image\result\Aaron_Guiel\5\aligned_detect_5.1968.jpg,2
image\result\Aaron_Tippin\add\73.jpg,4
image\result\Aaron_Eckhart\add\128.jpg,1
image\result\Aaron_Sorkin\3\aligned_detect_3.478.jpg,3
image\result\Abba_Eban\5\aligned_detect_5.98.jpg,5
image\result\Abba_Eban\add\208.jpg,5
image\result\Aaron_Eckhart\add\189.jpg,1
image\result\Aaron_Tippin\1\aligned_detect_1.1599.jpg,4
image\result\Abba_Eban\5\aligned_detect_5.42.jpg,5
image\result\Aaron_Tippin\0\aligned_detect_0.503.jpg,4
image\result\Abba_Eban\add\286.jpg,5
image\result\Aaron_Eckhart\0\aligned_detect_0.611.jpg,1
image\result\Aaron_Tippin\add\147.jpg,4
image\result\Aaron_Eckhart\2\aligned_detect_2.1732.jpg,1
image\result\Abba_Eban\add\136.jpg,5
image\result\Aaron_Tippin\1\aligned_detect_1.1645.jpg,4
image\result\Abba_Eban\add\135.jpg,5
image\result\Aaron_Guiel\5\aligned_detect_5.1988.jpg,2
image\result\Aaron_Eckhart\add\292.jpg,1
image\result\Aaron_Eckhart\add\247.jpg,1
image\result\Aaron_Eckhart\add\164.jpg,1
image\result\Aaron_Sorkin\add\252.jpg,3
image\result\Aaron_Eckhart\add\258.jpg,1
image\result\Aaron_Eckhart\2\aligned_detect_2.1738.jpg,1
image\result\Aaron_Sorkin\3\aligned_detect_3.504.jpg,3
image\result\Abba_Eban\5\aligned_detect_5.28.jpg,5
image\result\Abba_Eban\5\aligned_detect_5.43.jpg,5
image\result\Aaron_Sorkin\3\aligned_detect_3.582.jpg,3
image\result\Aaron_Sorkin\add\236.jpg,3
image\result\Abba_Eban\add\225.jpg,5
image\result\Aaron_Sorkin\add\344.jpg,3
image\result\Aaron_Eckhart\0\aligned_detect_0.598.jpg,1
image\result\Aaron_Tippin\add\268.jpg,4
image\result\Aaron_Tippin\add\145.jpg,4
image\result\Aaron_Tippin\add\269.jpg,4
image\result\Aaron_Tippin\1\aligned_detect_1.1640.jpg,4
image\result\Aaron_Tippin\add\193.jpg,4
image\result\Aaron_Sorkin\3\aligned_detect_3.533.jpg,3
image\result\Aaron_Eckhart\add\303.jpg,1
image\result\Aaron_Tippin\add\192.jpg,4
image\result\Aaron_Eckhart\1\aligned_detect_1.209.jpg,1
image\result\Abba_Eban\0\aligned_detect_0.87.jpg,5
image\result\Aaron_Tippin\add\71.jpg,4
image\result\Abba_Eban\0\aligned_detect_0.95.jpg,5
image\result\Aaron_Sorkin\add\206.jpg,3
image\result\Aaron_Tippin\1\aligned_detect_1.1661.jpg,4
image\result\Aaron_Tippin\add\237.jpg,4
image\result\Aaron_Guiel\5\aligned_detect_5.1848.jpg,2
image\result\Aaron_Guiel\5\aligned_detect_5.1982.jpg,2
image\result\Abba_Eban\add\263.jpg,5
image\result\Aaron_Tippin\add\96.jpg,4
image\result\Abba_Eban\5\aligned_detect_5.48.jpg,5
image\result\Aaron_Eckhart\add\144.jpg,1
image\result\Aaron_Sorkin\3\aligned_detect_3.586.jpg,3
image\result\Aaron_Tippin\add\105.jpg,4
image\result\Aaron_Guiel\add\376.jpg,2
image\result\Aaron_Guiel\5\aligned_detect_5.1900.jpg,2
image\result\Aaron_Sorkin\3\aligned_detect_3.488.jpg,3
image\result\Aaron_Tippin\0\aligned_detect_0.424.jpg,4
image\result\Aaron_Sorkin\3\aligned_detect_3.554.jpg,3
image\result\Aaron_Guiel\5\aligned_detect_5.1866.jpg,2
image\result\Aaron_Guiel\add\251.jpg,2
image\result\Aaron_Eckhart\2\aligned_detect_2.1721.jpg,1
image\result\Abba_Eban\add\181.jpg,5
image\result\Aaron_Guiel\add\258.jpg,2
image\result\Aaron_Eckhart\add\222.jpg,1
image\result\Aaron_Guiel\5\aligned_detect_5.2001.jpg,2
image\result\Aaron_Guiel\5\aligned_detect_5.1974.jpg,2
image\result\Aaron_Sorkin\add\69.jpg,3
image\result\Abba_Eban\5\aligned_detect_5.15.jpg,5
image\result\Aaron_Guiel\add\245.jpg,2
image\result\Aaron_Sorkin\add\330.jpg,3
image\result\Aaron_Tippin\add\267.jpg,4
image\result\Aaron_Eckhart\0\aligned_detect_0.588.jpg,1
image\result\Aaron_Guiel\5\aligned_detect_5.1906.jpg,2
image\result\Abba_Eban\5\aligned_detect_5.92.jpg,5
image\result\Aaron_Sorkin\3\aligned_detect_3.593.jpg,3
image\result\Aaron_Eckhart\add\45.jpg,1
image\result\Abba_Eban\0\aligned_detect_0.107.jpg,5
image\result\Abba_Eban\add\296.jpg,5
image\result\Aaron_Sorkin\add\337.jpg,3
image\result\Aaron_Sorkin\add\251.jpg,3
image\result\Aaron_Guiel\add\160.jpg,2
image\result\Aaron_Sorkin\add\27.jpg,3
image\result\Aaron_Tippin\add\116.jpg,4
image\result\Aaron_Tippin\add\44.jpg,4
image\result\Abba_Eban\5\aligned_detect_5.60.jpg,5
image\result\Aaron_Eckhart\2\aligned_detect_2.1757.jpg,1
image\result\Aaron_Tippin\add\294.jpg,4
image\result\Aaron_Eckhart\add\118.jpg,1
image\result\Aaron_Sorkin\0\aligned_detect_0.70.jpg,3
image\result\Abba_Eban\5\aligned_detect_5.199.jpg,5
image\result\Aaron_Tippin\0\aligned_detect_0.432.jpg,4
image\result\Aaron_Eckhart\add\98.jpg,1
image\result\Abba_Eban\add\264.jpg,5
image\result\Abba_Eban\5\aligned_detect_5.50.jpg,5
image\result\Aaron_Guiel\add\218.jpg,2
image\result\Aaron_Sorkin\0\aligned_detect_0.117.jpg,3
image\result\Aaron_Sorkin\0\aligned_detect_0.108.jpg,3
image\result\Abba_Eban\add\308.jpg,5
image\result\Aaron_Guiel\5\aligned_detect_5.2004.jpg,2
image\result\Aaron_Eckhart\0\aligned_detect_0.616.jpg,1
image\result\Aaron_Eckhart\2\aligned_detect_2.1764.jpg,1
image\result\Aaron_Eckhart\add\339.jpg,1
image\result\Aaron_Guiel\add\364.jpg,2
image\result\Aaron_Sorkin\add\305.jpg,3
image\result\Aaron_Guiel\add\42.jpg,2
image\result\Aaron_Eckhart\add\55.jpg,1
image\result\Aaron_Sorkin\3\aligned_detect_3.545.jpg,3
image\result\Aaron_Guiel\5\aligned_detect_5.1907.jpg,2
image\result\Abba_Eban\add\28.jpg,5
image\result\Aaron_Eckhart\add\3.jpg,1
image\result\Aaron_Eckhart\2\aligned_detect_2.1758.jpg,1
image\result\Aaron_Eckhart\1\aligned_detect_1.223.jpg,1
image\result\Aaron_Eckhart\2\aligned_detect_2.1762.jpg,1
image\result\Abba_Eban\add\252.jpg,5
image\result\Aaron_Tippin\0\aligned_detect_0.474.jpg,4
image\result\Abba_Eban\add\87.jpg,5
image\result\Aaron_Tippin\0\aligned_detect_0.463.jpg,4
image\result\Aaron_Sorkin\3\aligned_detect_3.513.jpg,3
image\result\Aaron_Guiel\add\4.jpg,2
image\result\Aaron_Guiel\add\246.jpg,2
image\result\Aaron_Tippin\add\137.jpg,4
image\result\Aaron_Eckhart\add\200.jpg,1
image\result\Abba_Eban\5\aligned_detect_5.506.jpg,5
image\result\Abba_Eban\add\284.jpg,5
image\result\Aaron_Tippin\1\aligned_detect_1.1619.jpg,4
image\result\Aaron_Guiel\add\28.jpg,2
image\result\Aaron_Guiel\5\aligned_detect_5.2003.jpg,2
image\result\Abba_Eban\5\aligned_detect_5.91.jpg,5
image\result\Aaron_Eckhart\add\396.jpg,1
image\result\Aaron_Sorkin\add\348.jpg,3
image\result\Aaron_Guiel\add\143.jpg,2
image\result\Aaron_Tippin\add\291.jpg,4
image\result\Abba_Eban\add\4.jpg,5
image\result\Aaron_Eckhart\add\165.jpg,1
image\result\Aaron_Sorkin\add\308.jpg,3
image\result\Abba_Eban\add\116.jpg,5
image\result\Aaron_Tippin\0\aligned_detect_0.466.jpg,4
image\result\Abba_Eban\0\aligned_detect_0.72.jpg,5
image\result\Aaron_Sorkin\0\aligned_detect_0.72.jpg,3
image\result\Aaron_Sorkin\3\aligned_detect_3.475.jpg,3
image\result\Aaron_Eckhart\add\42.jpg,1
image\result\Aaron_Eckhart\add\238.jpg,1
image\result\Aaron_Sorkin\3\aligned_detect_3.578.jpg,3
image\result\Aaron_Tippin\0\aligned_detect_0.499.jpg,4
image\result\Aaron_Eckhart\1\aligned_detect_1.228.jpg,1
image\result\Aaron_Sorkin\0\aligned_detect_0.77.jpg,3
image\result\Aaron_Sorkin\3\aligned_detect_3.546.jpg,3
image\result\Aaron_Eckhart\add\185.jpg,1
image\result\Aaron_Guiel\5\aligned_detect_5.1967.jpg,2
image\result\Aaron_Sorkin\3\aligned_detect_3.520.jpg,3
image\result\Aaron_Eckhart\add\260.jpg,1
image\result\Aaron_Eckhart\0\aligned_detect_0.631.jpg,1
image\result\Aaron_Sorkin\add\90.jpg,3
image\result\Abba_Eban\5\aligned_detect_5.201.jpg,5
image\result\Aaron_Guiel\add\173.jpg,2
image\result\Aaron_Guiel\add\440.jpg,2
image\result\Aaron_Tippin\0\aligned_detect_0.410.jpg,4
image\result\Aaron_Guiel\5\aligned_detect_5.1955.jpg,2
image\result\Aaron_Eckhart\add\4.jpg,1
image\result\Aaron_Sorkin\add\45.jpg,3
image\result\Aaron_Tippin\0\aligned_detect_0.444.jpg,4
image\result\Aaron_Tippin\add\89.jpg,4
image\result\Aaron_Tippin\add\62.jpg,4
image\result\Abba_Eban\5\aligned_detect_5.6.jpg,5
image\result\Aaron_Eckhart\add\358.jpg,1
image\result\Aaron_Tippin\add\53.jpg,4
